Año,Trimestre,Provincia,Banda ancha fija,Dial up,ADSL,Cablemodem,Fibra óptica,Wireless,Otros,HASTA 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,OTROS,Mbps (Media de bajada),Ingresos (miles de pesos),Accesos por cada 100 hab,Accesos por cada 100 hogares
2015,2,La Rioja,16491,18,16463,0,16,2,28,10,4082,9093,2680,641,0,3,0,4,4701791,4,16.88
2015,2,San Juan,51367,621,48670,451,770,1189,908,8,410,51568,0,0,0,2,0,3,4701791,7,27.64
2015,1,Formosa,26657,43,21022,4951,1,670,56,1891,7336,14413,2024,878,157,1,0,3,4876385,5,18.12
2014,4,Catamarca,25472,21,25192,241,16,0,44,21,8047,14093,2910,421,0,1,0,3,3950441,6,25.51
2014,4,Corrientes,65656,54,54754,9526,40,1315,75,40,13860,42182,7513,2106,0,9,0,4,3950441,6,23.56
2014,4,La Rioja,16379,23,16352,0,17,0,33,9,4333,9728,1943,386,0,3,0,4,3950441,4,17.01
2014,4,Misiones,77222,7,58435,18613,16,150,15,547,11840,53093,8731,2952,54,12,0,4,3950441,7,24.16
2014,4,San Juan,51390,729,48653,451,740,1202,1073,11,478,51628,0,0,0,2,0,3,3950441,7,28.04
2014,4,San Luis,12788,359,11419,926,355,24,423,9,0,13135,0,0,1,2,0,4,3950441,3,9.79
2014,2,Catamarca,24660,23,24380,243,17,0,43,19,8844,13794,1915,111,0,0,0,3,3270816,6,24.7
2014,2,Formosa,25535,65,20894,4628,0,0,78,2032,8218,13944,1321,85,0,0,0,3,3270816,4,17.54
2014,2,La Rioja,15889,23,15864,0,14,0,34,10,4785,9719,1337,61,0,0,0,3,3270816,4,16.5
2014,2,Mendoza,165046,1761,148979,13030,2480,36,2282,35,6,166710,31,10,5,10,0,4,3270816,9,32.1
2014,2,Misiones,74689,0,56933,17594,4,150,8,540,13644,53245,5924,1334,2,0,0,4,3270816,6,23.37
2014,2,San Juan,50891,755,48161,451,722,1139,1173,10,507,51129,0,0,0,0,0,3,3270816,7,27.78
2014,2,San Luis,12691,364,11306,925,354,22,448,7,0,13045,0,0,1,2,0,4,3270816,3,9.72
2014,1,Catamarca,24209,23,24126,46,17,0,43,19,9147,13330,1672,64,0,0,0,3,2984054,6,24.25
2014,1,Formosa,25335,87,20774,4548,0,0,100,2062,8475,13685,1133,67,0,0,0,3,2984054,4,17.42
2014,1,La Rioja,15688,23,15663,0,14,0,34,10,5111,9390,1165,35,0,0,0,3,2984054,4,16.29
2014,1,San Luis,12193,364,11306,428,354,21,448,7,3,12544,0,1,0,2,0,4,2984054,3,9.35
2014,1,Tucumán,129944,88,129717,83,121,13,98,6,34672,83210,11779,362,3,0,0,3,2984054,8,33.42
